q_id,q_status,q_date,ia_date,wd_date,on_date,entity,project_name,developer,utility,county_1,county_2,county_3,state,region,service,poi_name,prop_date,IA_status_raw,IA_status_clean,type_clean,type1,type2,type3,mw1,mw2,mw3,queue
1469,withdrawn,4/16/2018,,,,CAISO,BERRYDALE STORAGE,,PGAE,alameda,,,CA,CAISO,Full Capacity,Birds Landing 230kV,12/1/2022,,Feasibility Study,Battery,Battery,,,42,,,1223
1530,withdrawn,4/16/2018,,,,CAISO,PITCHFORK ENERGY,,DCRT,maricopa,,,AZ,CAISO,Full Capacity,Delaney Substation 500kV,12/1/2024,,Feasibility Study,Solar+Battery,Solar,Battery,,514,510,,1223
1500,withdrawn,4/16/2018,,,,CAISO,LIMON ENERGY PARK,,PGAE,kern,,,CA,CAISO,Full Capacity,Midway Substation 230kV,12/1/2020,,System Impact Study,Solar+Battery,Solar,Battery,,128,25,,1224
1484,active,4/16/2018,,,,CAISO,PANOCHE ENERGY CENTER C11,,PGAE,fresno,,,CA,CAISO,Partial Capacity,Panoche 230 kV,7/1/2020,,Facility study,Gas,Gas,,,63,,,1225
1483,withdrawn,4/16/2018,,,,CAISO,PANIOLO SOLAR,,PGAE,fresno,,,CA,CAISO,Full Capacity,Jayne Switching Station 70kV,12/1/2021,,Feasibility Study,Solar+Battery,Solar,Battery,,52,20,,1226
1487,withdrawn,4/16/2018,,,,CAISO,ROCKFISH STORAGE 2,,PGAE,monterey,,,CA,CAISO,Full Capacity,Moss Landing 230kV,12/1/2024,,Feasibility Study,Battery,Battery,,,510,,,1227
1453,withdrawn,4/16/2018,,,,CAISO,HOOD 3,,PGAE,stanislaus,,,CA,CAISO,Full Capacity,Q1244 Switching Station 230kV,,,System Impact Study,Solar,Solar,,,220,,,1228
1462,withdrawn,4/16/2018,,,,CAISO,SEAPORT STORAGE,,PGAE,alameda,,,CA,CAISO,Full Capacity,Oakland Station C 115kV,12/1/2022,,Feasibility Study,Battery,Battery,,,42,,,1229
1478,withdrawn,4/16/2018,,,,CAISO,HUDSON SOLAR 2,,PGAE,fresno,,,CA,CAISO,Energy Only,Panoche Substation 115kV,6/30/2022,,System Impact Study,Solar+Battery,Solar,Battery,,102,102,,1230
1479,active,4/16/2018,,,,CAISO,KEY STORAGE 1,,PGAE,fresno,,,CA,CAISO,Full Capacity,Gates 500 kV,12/1/2022,Executed,IA Executed,Battery,Battery,,,309,,,1231
1499,active,4/16/2018,6/5/2020,,,CAISO,JASMINE,,PGAE,kern,,,CA,CAISO,Partial Capacity,Lakeview 70 kV,11/1/2022,Executed,IA Executed,Solar+Battery,Solar,Battery,,71,70,,1232
1527,withdrawn,4/16/2018,,,,CAISO,SILVERWING,,SCE,riverside,,,CA,CAISO,Full Capacity,Devers Substation 230kV,,,Feasibility Study,Solar+Battery,Solar,Battery,,156,156,,1233
1515,withdrawn,4/16/2018,,,,CAISO,MCGRATH ENERGY CENTER 1,,SCE,ventura,,,CA,CAISO,Full Capacity,Mandalay-Santa Clara 220kV,12/1/2020,,Feasibility Study,Battery,Battery,,,100,,,1234
1446,withdrawn,4/16/2018,,,,CAISO,BODIE ENERGY STORAGE,,PGAE,sutter,,,CA,CAISO,Full Capacity,Bogue - Rio Oso 115 kV Line,7/9/2021,,Feasibility Study,Battery,Battery,,,51,,,1235
1490,withdrawn,4/16/2018,,,,CAISO,TEMETTATE ADVANCED CAES,,PGAE,san luis obispo,,,CA,CAISO,Full Capacity,Mesa 230kV,6/1/2024,,System Impact Study,Battery,Battery,,,100,,,1236
1486,withdrawn,4/16/2018,,,,CAISO,ROCKFISH STORAGE 1,,PGAE,monterey,,,CA,CAISO,Full Capacity,Moss Landing 230kV,12/1/2023,,Feasibility Study,Battery,Battery,,,510,,,1237
1488,withdrawn,4/16/2018,,,,CAISO,SAGEBERRY SOLAR,,PGAE,fresno,,,CA,CAISO,Full Capacity,Gates Substation 230kV,,,System Impact Study,Solar+Battery,Solar,Battery,,312,92,,1238
1506,withdrawn,4/16/2018,,,,CAISO,POSEIDON,,PGAE,kern,,,CA,CAISO,Full Capacity,Bitterwater Switching Station 230kV,12/1/2020,,System Impact Study,Solar+Battery,Solar,Battery,,206,50,,1239
1491,active,4/16/2018,,,,CAISO,TEPONA OFF-SHORE WIND,,PGAE,humboldt,,,CA,CAISO,Energy Only,Humboldt 115 kV,10/1/2024,,Facility study,Offshore Wind,Offshore Wind,,,162,,,1240
1470,active,4/16/2018,,,,CAISO,CABALLERO STORAGE,,PGAE,san luis obispo,,,CA,CAISO,Full Capacity,Mesa 230 kV,12/1/2021,Executed,IA Executed,Battery,Battery,,,106,,,1241
1477,withdrawn,4/16/2018,,,,CAISO,HEARTLAND 3,,PGAE,fresno,,,CA,CAISO,Full Capacity,Tranquility Switching Station 230kV,,,System Impact Study,Solar+Battery,Solar,Battery,,155,51,,1242
1445,withdrawn,4/16/2018,,,,CAISO,BLACK DIAMOND ENERGY STORAGE 2,,PGAE,contra costa,,,CA,CAISO,Full Capacity,Pittsburg 230kV,5/1/2021,,Feasibility Study,Battery,Battery,,,200,,,1243
1451,withdrawn,4/16/2018,,,,CAISO,HOLOCRYSTALLINE ENERGY CENTER,,PGAE,san mateo,,,CA,CAISO,Full Capacity,Bair Substation 60kV bus,12/1/2021,,System Impact Study,Battery,Battery,,,40,,,1244
1482,withdrawn,4/16/2018,,,,CAISO,MERCATOR,,PGAE,fresno,,,CA,CAISO,Full Capacity,Tranquillity SS 230kV,,,Feasibility Study,Solar+Battery,Solar,Battery,,518,518,,1245
1465,withdrawn,4/16/2018,,,,CAISO,STARGAZE SOLAR BESS,,PGAE,alameda,,,CA,CAISO,Full Capacity,Cayetano Substation 230kV,12/1/2021,,Feasibility Study,Solar,Solar,,,154,,,1246
1522,active,4/16/2018,,,,CAISO,ARIDA SOLAR FARM,,SCE,clark,,,NV,CAISO,Full Capacity,Mohave Substation 500kV,10/1/2022,,Facility study,Solar+Battery,Solar,Battery,,370,370,,1247
1460,withdrawn,4/16/2018,10/1/2020,,,CAISO,PINTO PASS,,PGAE,contra costa,,,CA,CAISO,Full Capacity,Christie Substation 60kV,,Executed,IA Executed,Battery,Battery,,,20,,,1248
1502,withdrawn,4/16/2018,,,,CAISO,MAVERICKS,,PGAE,alameda,,,CA,CAISO,Full Capacity,Newark Station 230kV,7/1/2021,,Feasibility Study,Battery,Battery,,,300,,,1249
1458,withdrawn,4/16/2018,,,,CAISO,MONTARA,,PGAE,alameda,,,CA,CAISO,Full Capacity,Eastshore Station 115kV,7/1/2020,,Feasibility Study,Battery,Battery,,,65,,,1250
1512,withdrawn,4/16/2018,,,,CAISO,DRY CREEK SOLAR,,SCE,kern,,,CA,CAISO,Full Capacity,Magunden-Vestal #1 230kV line,,,Feasibility Study,Solar,Solar,,,110,,,1251
1444,active,4/16/2018,,,,CAISO,SALOON ENERGY STORAGE,,PGAE,colusa,,,CA,CAISO,Partial Capacity,Cortina 115 kV,12/1/2022,Executed,IA Executed,Solar+Battery,Solar,Battery,,150,150,,1252
1449,withdrawn,4/16/2018,,,,CAISO,FALCON ENERGY CENTER,,PGAE,san joaquin,,,CA,CAISO,Full Capacity,Kasson-Lammers 115kV,9/1/2021,,System Impact Study,Battery,Battery,,,151,,,1253
1519,active,4/16/2018,11/4/2020,,,CAISO,BALDY MESA 2,,SCE,san bernardino,,,CA,CAISO,Full Capacity,Roadway Substation 115kV,,Executed,IA Executed,Solar+Battery,Solar,Battery,,111,50,,1254
1524,withdrawn,4/16/2018,,,,CAISO,SUNVALE SOLAR FARM,,SCE,clark,,,NV,CAISO,Full Capacity,Eldorado Substation 500kV,10/1/2022,,System Impact Study,Solar+Battery,Solar,Battery,,600,600,,1255
1450,withdrawn,4/16/2018,,,,CAISO,GAUCHO STORAGE,,PGAE,santa barbara,,,CA,CAISO,Full Capacity,Cabrillo Substation 115kV,12/1/2021,,System Impact Study,Battery,Battery,,,32,,,1256
1493,active,4/16/2018,6/11/2020,,,CAISO,AZALEA,,PGAE,kern,,,CA,CAISO,Partial Capacity,Arco 70 kV,11/1/2022,Executed,IA Executed,Solar+Battery,Solar,Battery,,61,38,,1257
1526,active,4/16/2018,,,,CAISO,QUARTZITE SOLAR 11,,SCE,riverside,,,CA,CAISO,Full Capacity,Colorado River Substation 230kV,,Executed,IA Executed,Solar+Battery,Solar,Battery,,155,75,,1258
1501,withdrawn,4/16/2018,,,,CAISO,MAMMOTH ENERGY STORAGE,,PGAE,kern,,,CA,CAISO,Full Capacity,Midway Substation 115kV,7/9/2021,,Feasibility Study,Battery,Battery,,,101,,,1259
1507,active,4/16/2018,7/10/2020,,,CAISO,PROSPECT ENERGY STORAGE,,PGAE,sacramento,,,CA,CAISO,Full Capacity,Gold Hill 60 kV,6/1/2022,Executed,IA Executed,Battery,Battery,,,59,,,1260
1459,active,4/16/2018,,,,CAISO,MULQUEENEY RANCH WIND 2,,PGAE,alameda,,,CA,CAISO,Full Capacity,Tesla 230 kV,,Executed,IA Executed,Wind,Wind,,,63,,,1261
1495,active,4/16/2018,,,,CAISO,CHALAN SOLAR,,PGAE,kern,,,CA,CAISO,Full Capacity,Arco 230 kV,12/1/2021,Executed,IA Executed,Solar+Battery,Solar,Battery,,67,25,,1262
1471,withdrawn,4/16/2018,,,,CAISO,CASY SOLAR,,PGAE,fresno,,,CA,CAISO,Energy Only,Tranquility 230kV,6/15/2022,,System Impact Study,Solar+Battery,Solar,Battery,,204,104,,1263
1521,withdrawn,4/16/2018,,,,CAISO,MOORHEN ENERGY STORAGE,,SCE,san bernardino,,,CA,CAISO,Full Capacity,Lugo Substation 220kV,6/30/2021,,System Impact Study,Battery,Battery,,,200,,,1264
1489,withdrawn,4/16/2018,,,,CAISO,STEPHEN,,PGAE,fresno,,,CA,CAISO,Full Capacity,Schindler Substation 115kV,6/1/2022,,Feasibility Study,Solar,Solar,,,103,,,1265
1535,withdrawn,4/16/2018,,,,CAISO,GONZAGA RIDGE WIND FARM 3,,PGAE,merced,,,CA,CAISO,Full Capacity,Los Banos-Pacheco 70 kV Line via Dinosaur Point Tap 70 kV Line,,,Feasibility Study,Wind,Wind,,,76,,,1266
1447,withdrawn,4/16/2018,,,,CAISO,DERNOPI SOLAR,,PGAE,fresno,,,CA,CAISO,Full Capacity,Schindler 115kV,,,System Impact Study,Solar,Solar,,,103,,,1267
1481,withdrawn,4/16/2018,,,,CAISO,KINGSTON ENERGY STORAGE,,PGAE,madera,,,CA,CAISO,Full Capacity,Borden Substation 70kV,7/9/2021,,Feasibility Study,Battery,Battery,,,51,,,1268
1511,withdrawn,4/16/2018,,,,CAISO,CLEANPOWER SOLAR,,SCE,los angeles,,,CA,CAISO,Partial Capacity,Neenach Substation 66kV,,,System Impact Study,Solar+Battery,Solar,Battery,,38,38,,1269
1528,active,4/16/2018,,,,CAISO,WINDY WASH SOLAR,,SCE,riverside,,,CA,CAISO,Energy Only,Devers Substation 220kV,6/30/2021,,Facility study,Solar,Solar,,,79,,,1270
1455,active,4/16/2018,,,,CAISO,JANUS,,PGAE,colusa,,,CA,CAISO,Full Capacity,Cortina 60 kV,,Executed,IA Executed,Solar+Battery,Solar,Battery,,84,80,,1271
1503,withdrawn,4/16/2018,,,,CAISO,PINTAIL ENERGY STORAGE,,PGAE,sonoma,,,CA,CAISO,Full Capacity,Lakeville 230kV,6/30/2021,,Feasibility Study,Battery,Battery,,,100,,,1272
1517,withdrawn,4/16/2018,,,,CAISO,SAGEBRUSH SOLAR 5,,SCE,kern,,,CA,CAISO,Full Capacity,Vincent Substation 230kV,,,System Impact Study,Solar,Solar,,,224,,,1273
1475,withdrawn,4/16/2018,,,,CAISO,GONZAGA RIDGE WIND FARM 2,,PGAE,merced,,,CA,CAISO,Full Capacity,Los Banos Substation 70kV,,,System Impact Study,Wind,Wind,,,61,,,1274
1468,withdrawn,4/16/2018,,,,CAISO,ATLAS,,PGAE,fresno,,,CA,CAISO,Full Capacity,Los Banos - Gates #3 500kV line,,,Feasibility Study,Solar+Battery,Solar,Battery,,1037,1037,,1275
1513,withdrawn,4/16/2018,,,,CAISO,HIGHLINE SOLAR ENERGY CENTER,,SCE,kern,,,CA,CAISO,Full Capacity,Highwind Substation 230kV,12/1/2021,,Feasibility Study,Solar+Battery,Solar,Battery,,80,40,,1276
1467,withdrawn,4/16/2018,,,,CAISO,TUNITAS,,PGAE,san joaquin,,,CA,CAISO,Full Capacity,Kasson Station 60kV,7/1/2020,,Feasibility Study,Battery,Battery,,,50,,,1277
1494,withdrawn,4/16/2018,,,,CAISO,CASTLE WIND OFFSHORE,,PGAE,san luis obispo,,,CA,CAISO,Full Capacity,Morro Bay Substation  230kV,3/30/2025,,System Impact Study,Offshore Wind,Offshore Wind,,,576,,,1278
1461,active,4/16/2018,,,,CAISO,RECLAIMED WIND,,PGAE,alameda,,,CA,CAISO,Partial Capacity,Kelso-Tesla Tap 230 kV,,Executed,IA Executed,Wind,Wind,,,112,,,1279
1454,active,4/16/2018,4/15/2021,,,CAISO,HUMMINGBIRD ENERGY STORAGE,,PGAE,santa clara,,,CA,CAISO,Full Capacity,Metcalf 115 kV,,Executed,IA Executed,Battery,Battery,,,75,,,1280
1498,withdrawn,4/16/2018,,,,CAISO,HOOD 1,,PGAE,tulare,,,CA,CAISO,Full Capacity,Olive Switching Substation 115kV,,,System Impact Study,Solar,Solar,,,110,,,1281
1480,withdrawn,4/16/2018,,,,CAISO,KEY STORAGE 2,,PGAE,fresno,,,CA,CAISO,Full Capacity,Gates Sub 230kV,12/1/2024,,Feasibility Study,Battery,Battery,,,309,,,1282
1457,active,4/16/2018,,,,CAISO,MILPA POWER BANK,,PGAE,santa clara,,,CA,CAISO,Full Capacity,Los Esteros 115 kV,12/1/2020,,Facility study,Battery,Battery,,,3,,,1283
1520,withdrawn,4/16/2018,,,,CAISO,BIG BEAR WIND,,SCE,san bernardino,,,CA,CAISO,Full Capacity,Victor Substation 230kV,12/1/2022,,Feasibility Study,Wind,Wind,,,199,,,1284
1509,withdrawn,4/16/2018,,,,CAISO,ARROW,,SCE,kern,,,CA,CAISO,Full Capacity,Whirlwind Substation  230kV,1/2/2022,,Feasibility Study,Solar+Battery,Solar,Battery,,225,29,,1285
1474,withdrawn,4/16/2018,,,,CAISO,GEMINI WIND NORTH,,PGAE,,,,CA,CAISO,Full Capacity,Diablo Canyon Power Plant 500kV,3/31/2025,,System Impact Study,Wind,Wind,,,2006,,,1286
1514,withdrawn,4/16/2018,,,,CAISO,LONGSPUR 11,,SCE,kern,,,CA,CAISO,Full Capacity,Whirlwind Substation 230kV,,,Feasibility Study,Solar+Battery,Solar,Battery,,182,51,,1287
1464,withdrawn,4/16/2018,,,,CAISO,STAR GL STORAGE 2,,PGAE,sutter,,,CA,CAISO,Full Capacity,Greenleaf #1 Tap 115 kV,12/1/2021,,Feasibility Study,Battery,Battery,,,46,,,1288
1463,active,4/16/2018,6/3/2021,,,CAISO,SOLANO 4 WIND,,PGAE,solano,,,CA,CAISO,Full Capacity,Birds Landing 230 kV,3/31/2023,Executed,IA Executed,Wind,Wind,,,92,,,1289
1485,withdrawn,4/16/2018,,,,CAISO,PLACID,,PGAE,fresno,,,CA,CAISO,Full Capacity,Mendota Substation 115kV,5/1/2021,,System Impact Study,Solar+Battery,Solar,Battery,,180,90,,1290
1516,active,4/16/2018,7/2/2020,,,CAISO,REXFORD SOLAR FARM,,SCE,tulare,,,CA,CAISO,Full Capacity,Vestal Substation 230kV,10/1/2022,Executed,IA Executed,Solar+Battery,Solar,Battery,,300,240,,1291
1523,withdrawn,4/16/2018,,,,CAISO,PORTHOS SOLAR,,SCE,riverside,,,CA,CAISO,Full Capacity,Eldorado Substation 500kV,,,System Impact Study,Solar+Battery,Solar,Battery,,900,900,,1292
1533,withdrawn,4/16/2018,,,,CAISO,SAN VICENTE ENERGY STORAGE FACILITY,,SDGE,san diego,,,CA,CAISO,Full Capacity,Sycamore Canyon Substation 230kV,4/3/2025,,System Impact Study,Battery,Battery,,,500,,,1293
1497,withdrawn,4/16/2018,,,,CAISO,HOLLY,,PGAE,kings,,,CA,CAISO,Full Capacity,Corcoran-Guernsey 70kV line,11/1/2021,,Feasibility Study,Solar,Solar,,,41,,,1294
1531,active,4/16/2018,,,,CAISO,BATERIA DEL SUR,,SDGE,imperial,,,CA,CAISO,Partial Capacity,Imperial Valley Substation 230 kV,5/1/2022,Executed,IA Executed,Battery,Battery,,,350,,,1295
1510,active,4/16/2018,5/7/2020,,,CAISO,BELLEFIELD SOLAR FARM,,SCE,kern,,,CA,CAISO,Full Capacity,Windhub Substation 230kV,10/1/2022,Executed,IA Executed,Solar+Battery,Solar,Battery,,500,500,,1296
1476,withdrawn,4/16/2018,,,,CAISO,GREEN MEZZO,,PGAE,solano,,,CA,CAISO,Full Capacity,Birds Landing Switchyard 230kV,12/1/2022,,Feasibility Study,Battery,Battery,,,204,,,1297
1452,withdrawn,4/16/2018,,,,CAISO,HOOD 2,,PGAE,stanislaus,,,CA,CAISO,Full Capacity,Q1244 Switching Station 230kV,,,System Impact Study,Solar,Solar,,,220,,,1298
1529,active,4/16/2018,,,,CAISO,CENTENNIAL FLATS,,DCRT,la paz,,,AZ,CAISO,Partial Capacity,Delaney-Colorado River 500 kV Line,,Executed,IA Executed,Solar+Battery,Solar,Battery,,515,257,,1299
1492,withdrawn,4/16/2018,,,,CAISO,WINDCHARGER ESS,,PGAE,solano,,,CA,CAISO,Full Capacity,Birds Landing Substation 230kV,12/1/2021,,Facility Study,Battery,Battery,,,150,,,1300
1456,active,4/16/2018,,,,CAISO,LAS CAMAS 3,,PGAE,merced,,,CA,CAISO,Full Capacity,Los Banos 230 kV,,Executed,IA Executed,Solar,Solar,,,103,,,1301
1505,withdrawn,4/16/2018,,,,CAISO,POLELINE SOLAR ENERGY CENTER,,PGAE,merced,fresno,,CA,CAISO,Full Capacity,Mercy Springs 70kV,12/1/2021,,Feasibility Study,Solar+Battery,Solar,Battery,,61,41,,1302
1534,active,4/16/2018,,,,CAISO,VULCAN,,SDGE,maricopa,,,AZ,CAISO,Energy Only,Hassayampa Common Bus 500 kV,5/1/2021,,Facility study,Solar+Battery,Solar,Battery,,225,29,,1303
1518,active,4/16/2018,5/19/2020,,,CAISO,SANBORN SOLAR 2,,SCE,kern,,,CA,CAISO,Partial Capacity,Windhub Substation 230kV,,Executed,IA Executed,Solar+Battery,Solar,Battery,,236,382,,1304
1525,withdrawn,4/16/2018,,,,CAISO,IRON HILLS PUMPED STORAGE,,SCE,riverside,,,CA,CAISO,Full Capacity,Red Bluff Substation 500kV,4/10/2025,,Feasibility Study,Battery,Battery,,,1407,,,1305
1496,active,4/16/2018,,,,CAISO,DESCENDANT RANCH 1,,PGAE,colusa,,,CA,CAISO,Partial Capacity,Delevan 230 kV,12/1/2023,Executed,IA Executed,Solar+Battery,Solar,Battery,,514,510,,1306
1442,active,4/16/2018,,,,CAISO,AJO POWER BANK,,PGAE,santa clara,,,CA,CAISO,Full Capacity,Llagas-Gilroy Foods 115 kV line,12/1/2020,Executed,IA Executed,Battery,Battery,,,124,,,1307
1466,withdrawn,4/16/2018,,,,CAISO,TIERRA BUENA ENERGY CENTER,,PGAE,sutter,,,CA,CAISO,Full Capacity,Pease 60kV,9/1/2021,,System Impact Study,Battery,Battery,,,74,,,1308
1443,active,4/16/2018,10/30/2020,,,CAISO,ANGELA,,PGAE,tulare,,,CA,CAISO,Full Capacity,Olive 115 kV,,Executed,IA Executed,Solar+Battery,Solar,Battery,,40,20,,1309
1532,active,4/16/2018,5/14/2020,,,CAISO,KETTLE SOLAR ONE,,SDGE,san diego,,,CA,CAISO,Full Capacity,Carrizo Gorge Switchyard 138 kV,12/1/2020,Executed,IA Executed,Solar+Battery,Solar,Battery,,90,90,,1310
1439,operational,4/17/2018,4/30/2016,,3/30/2021,CAISO,WIND WALL MONOLITH 1,,SCE,,,,,CAISO,Full Capacity,Vincent Substation 220kV,,Executed,IA Executed,Wind,Wind,,,5,,,1311
1440,operational,4/17/2018,4/30/2016,,3/30/2021,CAISO,WIND WALL MONOLITH  2,,SCE,kern,,,CA,CAISO,Full Capacity,Vincent Substation 220kV,,Executed,IA Executed,Wind,Wind,,,3.7,,,1312
1472,operational,4/18/2018,3/31/2020,,7/28/2021,CAISO,DALLAS ENERGY STORAGE,,PGAE,monterey,,,CA,CAISO,Full Capacity,Moss Landing Substation 500kV,12/1/2020,Executed,IA Executed,Battery,Battery,,,500,,,1312
1441,withdrawn,5/17/2018,,,,CAISO,KERNRIDGE EXPANSION,,PGAE,kern,,,CA,CAISO,Energy Only,Kern Ridge Substation 115kV,1/15/2021,,Facility Study,Solar,Solar,,,18,,,1313
1536,withdrawn,12/6/2018,,,,CAISO,CAMPTONVILLE BIOPOWER,,PGAE,yuba,,,CA,CAISO,Energy Only,COLGATE-CHALLENGE,4/20/2021,,Feasibility Study,Other,Steam Turbine,,,3.4,,,1313
1538,withdrawn,4/5/2019,,,,CAISO,KUIPER ENERGY STORAGE,,PGAE,sonoma,,,CA,CAISO,Full Capacity,Geysers #3 Cloverdale 115 kV line,,,Feasibility Study,Battery,Battery,,,41,,,1313
1537,withdrawn,4/5/2019,,,,CAISO,CAMPTONVILLE BIOPOWER1,,PGAE,yuba,,,CA,CAISO,Full Capacity,COLGATE-CHALLENGE 60kV,3/18/2022,,Feasibility Study,Other,Steam Turbine,,,5.5,,,1313
1655,active,4/12/2019,,,,CAISO,BONANZA PEAK SOLAR FARM,,GLW,clark,nye,,NV,CAISO,Full Capacity,Trout Canyon Substation 230 kV,,Executed,IA Executed,Solar+Battery,Solar,Battery,,441,200,,1313
1553,active,4/15/2019,,,,CAISO,JEWELFLOWER STORAGE,,PGAE,santa clara,,,CA,CAISO,Full Capacity,Metcalf 230 kV,,,Facility study,Battery,Battery,,,355,,,1313
1673,active,4/15/2019,7/15/2021,,,CAISO,NIGHTHAWK STORAGE,,SDGE,san diego,,,CA,CAISO,Full Capacity,Sycamore Canyon Substation 138 kV,6/30/2023,Executed,IA Executed,Battery,Battery,,,300,,,1313
1619,active,4/15/2019,6/21/2021,,,CAISO,GOLDBACK SOLAR CENTER,,SCE,ventura,,,CA,CAISO,Full Capacity,Moorpark Substation 230 kV,6/1/2023,Executed,IA Executed,Battery,Battery,,,500,,,1313
1575,withdrawn,4/15/2019,,,,CAISO,ASH TREE HYBRID SOLAR,,PGAE,fresno,,,CA,CAISO,Full Capacity,Gates Substation 230kV,,,Feasibility Study,Solar+Battery,Solar,Battery,,203,203,,1313
1607,withdrawn,4/15/2019,,,,CAISO,RANCHO 2 ENERGY STORAGE,,SCE,san bernardino,,,CA,CAISO,Full Capacity,Etiwanda Substation 230kV,1/1/2023,,Feasibility Study,Battery,Battery,,,250,,,1313
1654,active,4/15/2019,,,,CAISO,YELLOW PINE 3,,GLW,clark,,,NV,CAISO,Full Capacity,Trout Canyon Substation 230 kV,3/15/2025,Executed,IA Executed,Solar+Battery,Solar,Battery,,262,255,,1314
1620,withdrawn,4/15/2019,,,,CAISO,ROCKY HILL SOLAR,,SCE,tulare,,,CA,CAISO,Full Capacity,Rector Substation 230kV,,,Feasibility Study,Solar+Battery,Solar,Battery,,102,52,,1315
1645,active,4/15/2019,,,,CAISO,MENIFEE POWER BANK,,SCE,riverside,,,CA,CAISO,Full Capacity,Valley Substation 500kV,12/1/2022,Executed,IA Executed,Battery,Battery,,,680,,,1316
1551,withdrawn,4/15/2019,,,,CAISO,MABU BESS,,PGAE,santa clara,,,CA,CAISO,Full Capacity,Mabury Tap 115kV,5/31/2023,,Feasibility Study,Battery,Battery,,,100,,,1317
1602,withdrawn,4/15/2019,,,,CAISO,FOKUS RENEWABLE ENERGY CENTER,,SCE,kern,,,CA,CAISO,Full Capacity,Highwind Substation 230kV,,,Feasibility Study,Solar+Wind+Battery,Solar,Wind,Battery,152,168,152,1318
1583,withdrawn,4/15/2019,,,,CAISO,CORCAIR HYBRID SOLAR,,PGAE,kings,,,CA,CAISO,Full Capacity,Waukena Substation 115kV,,,Feasibility Study,Solar+Battery,Solar,Battery,,91,90,,1319
1609,withdrawn,4/15/2019,,,,CAISO,HINSON BESS,,SCE,los angeles,,,CA,CAISO,Full Capacity,Hinson Substation 220kV,,,System Impact Study,Battery,Battery,,,308,,,1320
1653,withdrawn,4/15/2019,,,,CAISO,SLOAN ENERGY CENTER,,GLW,clark,,,NV,CAISO,Full Capacity,Sloan Canyon Switching Station 230kV,5/31/2023,,System Impact Study,Solar+Battery,Solar,Battery,,460,119,,1321
1618,withdrawn,4/15/2019,,,,CAISO,DORADUS,,SCE,kern,,,CA,CAISO,Full Capacity,Magunden-Pastoria 230kV,,,System Impact Study,Solar+Battery,Solar,Battery,,203,203,,1322
1569,withdrawn,4/15/2019,,,,CAISO,OSO ROJO WEST,,PGAE,fresno,,,CA,CAISO,Full Capacity,Coalinga Cogen Tap 70kV,7/31/2021,,Feasibility Study,Solar,Solar,,,66,,,1323
1601,withdrawn,4/15/2019,,,,CAISO,FAMILIA HYBRID SOLAR,,PGAE,maricopa,,,CA,CAISO,Full Capacity,Midway-Wheeler Ridge #2 230kV,,,Feasibility Study,Solar+Battery,Solar,Battery,,203,203,,1324
1643,active,4/15/2019,,,,CAISO,LYCAN SOLAR,,SCE,riverside,,,CA,CAISO,Energy Only,Red Bluff Substation 500kV,12/1/2023,Executed,IA Executed,Solar+Battery,Solar,Battery,,400,400,,1325
1665,active,4/15/2019,,,,CAISO,KINGSLEY SOLAR FARM,,SDGE,imperial,,,CA,CAISO,Energy Only,Imperial Valley Substation 230 kV,6/1/2023,,Facility study,Solar+Battery,Solar,Battery,,360,360,,1326
1567,withdrawn,4/15/2019,,,,CAISO,TRIGO,,PGAE,madera,,,CA,CAISO,Full Capacity,Borden Substation 230kV,,,Feasibility Study,Solar+Battery,Solar,Battery,,153,77,,1327
1624,withdrawn,4/15/2019,,,,CAISO,VESTAL VALLEY,,SCE,tulare,,,CA,CAISO,Full Capacity,Vestal Substation 220kV,4/15/2023,,Feasibility Study,Solar+Battery,Solar,Battery,,244,64,,1328
1576,withdrawn,4/15/2019,,,,CAISO,DRY GRAPE HYBRID SOLAR,,PGAE,fresno,,,CA,CAISO,Full Capacity,Gates Substation 230kV,,,Feasibility Study,Solar+Battery,Solar,Battery,,203,200,,1329
1593,active,4/15/2019,,,,CAISO,PELICANS JAW HYBRID SOLAR,,PGAE,kings,,,CA,CAISO,Partial Capacity,Gates-Midway 230 kV Line,,Executed,IA Executed,Solar+Battery,Solar,Battery,,500,500,,1330
1652,withdrawn,4/15/2019,,,,CAISO,BLACK HILLS PLAYA B SOLAR,,GLW,clark,,,NV,CAISO,Full Capacity,Sloan Canyon Switching Station 230 kV,,,Feasibility Study,Solar+Battery,Solar,Battery,,102,51,,1331
1640,withdrawn,4/15/2019,,,,CAISO,SUNNYNOOK SOLAR CENTER,,SCE,riverside,,,CA,CAISO,Full Capacity,Devers-San Bernardino Line 230 kV,6/1/2023,,System Impact Study,Solar+Battery,Solar,Battery,,514,514,,1332
1552,active,4/15/2019,,,,CAISO,CORMORANT STORAGE,,PGAE,san francisco,,,CA,CAISO,Full Capacity,Martin 115 kV,6/30/2023,Executed,IA Executed,Battery,Battery,,,250,,,1333
1555,withdrawn,4/15/2019,,,,CAISO,STEEL CITY ENERGY STORAGE,,PGAE,contra costa,,,CA,CAISO,Full Capacity,Pittsburg Substation 230kV,4/1/2022,,System Impact Study,Battery,Battery,,,650,,,1334
1629,active,4/15/2019,6/28/2021,,,CAISO,HUMIDOR STORAGE 1,,SCE,los angeles,,,CA,CAISO,Full Capacity,Vincent Substation 230 kV,12/1/2021,Executed,IA Executed,Battery,Battery,,,305,,,1335
